"111","['北京师范大学附属实验中学', '北京师范大学附属实验中学分校']","{'WC': {'2017': [0, 2, 6], '2018': [1, 3, 1]}, 'NOID类': {'2016': [0, 1, 0], '2017': [0, 1, 1], '2018': [0, 0, 2]}, 'CTSC': {'2016': [1, 4, 2], '2017': [0, 3, 5], '2018': [0, 5, 5], '2014': [0, 1, 0], '2015': [1, 0, 1]}, 'APIO': {'2016': [1, 6, 2], '2017': [0, 3, 7], '2018': [2, 2, 8], '2014': [1, 2, 0], '2015': [2, 0, 0]}, 'NOI': {'2016': [2, 2, 1], '2017': [1, 3, 1], '2018': [1, 2, 2], '2012': [0, 1, 1], '2013': [0, 1, 2], '2014': [1, 3, 1], '2015': [0, 1, 2]}, 'NOIP普及': {'2016': [23, 26, 11], '2017': [18, 27, 7], '2013': [19, 7, 0], '2014': [2, 13, 0], '2015': [18, 11, 0]}, 'NOIP提高': {'2016': [32, 27, 5], '2017': [35, 13, 9], '2013': [13, 11, 0], '2014': [15, 15, 0], '2015': [16, 21, 0]}}","21483","A","北京","西城区","11"
"9","['四川省绵阳南山中学', '绵阳南山中学', '绵阳市南山中学']","{'WC': {'2016': [0, 7, 6], '2017': [0, 2, 4], '2018': [0, 1, 1], '2015': [0, 1, 1]}, 'NOID类': {'2017': [0, 0, 1], '2018': [0, 0, 1], '2011': [1, 1, 0], '2012': [0, 0, 2]}, 'CTSC': {'2016': [0, 0, 1], '2010': [0, 1, 0], '2011': [0, 0, 1], '2012': [1, 1, 0], '2015': [0, 1, 0]}, 'APIO': {'2016': [0, 2, 7], '2018': [0, 1, 1], '2010': [1, 3, 0], '2011': [0, 2, 2], '2012': [0, 2, 1], '2013': [0, 2, 0], '2014': [1, 0, 0], '2015': [1, 0, 0]}, 'NOI': {'2016': [4, 4, 6], '2017': [2, 4, 1], '2018': [0, 2, 1], '2009': [0, 0, 3], '2010': [1, 1, 1], '2011': [0, 2, 2], '2012': [1, 0, 2], '2013': [2, 1, 3], '2014': [4, 0, 0], '2015': [1, 4, 2]}, 'NOIP提高': {'2016': [23, 15, 7], '2017': [16, 14, 2], '2013': [12, 13, 0], '2014': [17, 19, 0], '2015': [22, 9, 0]}}","19556","A","四川","绵阳市","12"
"10","['福州一中', '福州市第一中学', '福州第一中学', '福建省福州一中', '福建省福州第一中学']","{'WC': {'2016': [2, 3, 1], '2017': [1, 1, 4], '2018': [1, 2, 0], '2015': [2, 1, 1]}, 'NOID类': {'2016': [0, 0, 1], '2018': [0, 1, 0]}, 'CTSC': {'2016': [2, 1, 2], '2017': [1, 2, 1], '2018': [0, 4, 1], '2010': [1, 1, 1], '2011': [1, 0, 1], '2012': [0, 1, 0], '2013': [0, 0, 3], '2014': [1, 1, 1], '2015': [1, 1, 2]}, 'APIO': {'2016': [1, 2, 2], '2017': [3, 0, 1], '2018': [1, 3, 0], '2010': [3, 1, 2], '2011': [1, 2, 3], '2012': [0, 2, 1], '2013': [0, 1, 2], '2014': [0, 1, 0], '2015': [1, 0, 0]}, 'NOI': {'2016': [2, 1, 0], '2017': [0, 2, 1], '2018': [1, 2, 0], '2009': [1, 1, 1], '2010': [0, 3, 0], '2011': [1, 1, 2], '2012': [0, 1, 1], '2013': [1, 2, 1], '2014': [1, 1, 1], '2015': [1, 1, 1]}, 'NOIP普及': {'2016': [0, 1, 1], '2017': [1, 0, 0], '2014': [1, 1, 0], '2015': [0, 2, 0]}, 'NOIP提高': {'2016': [17, 15, 8], '2017': [24, 20, 9], '2013': [18, 10, 0], '2014': [9, 10, 0], '2015': [7, 12, 0]}}","18992","A","福建","福州市","13"
"11","['广东省广州市第二中学', '广州二中', '广州市第二中学']","{'WC': {'2016': [0, 3, 2], '2017': [3, 1, 0], '2018': [3, 1, 3], '2015': [0, 1, 1]}, 'NOID类': {'2016': [0, 0, 1], '2017': [1, 0, 0], '2018': [0, 1, 0]}, 'CTSC': {'2010': [1, 0, 0], '2018': [3, 3, 0]}, 'APIO': {'2010': [0, 0, 1], '2012': [1, 0, 0], '2018': [3, 0, 0]}, 'NOI': {'2016': [0, 1, 0], '2017': [1, 1, 0], '2018': [5, 1, 0], '2010': [0, 1, 0], '2011': [0, 0, 1], '2013': [1, 1, 2], '2014': [1, 0, 0], '2015': [0, 2, 1]}, 'NOIP普及': {'2016': [19, 11, 5], '2017': [24, 10, 5], '2013': [3, 7, 0], '2014': [7, 4, 0], '2015': [21, 16, 0]}, 'NOIP提高': {'2016': [14, 2, 1], '2017': [19, 3, 0], '2013': [13, 1, 0], '2014': [7, 5, 0], '2015': [6, 5, 0]}}","18659","A","广东","广州市","14"
"694","['湖南省长沙市一中', '湖南省长沙市第一中学', '湖南长沙市第一中学', '长沙市一中', '长沙市第一中学']","{'WC': {'2016': [2, 2, 3], '2017': [1, 3, 2], '2018': [1, 2, 3], '2015': [0, 1, 1]}, 'NOID类': {'2016': [0, 1, 2], '2017': [0, 2, 0], '2018': [0, 0, 1], '2011': [0, 1, 0], '2012': [0, 1, 0], '2014': [0, 2, 1], '2015': [0, 1, 1]}, 'CTSC': {'2016': [0, 1, 4], '2017': [1, 3, 5], '2018': [2, 1, 10], '2010': [0, 1, 0], '2012': [0, 0, 1], '2014': [0, 1, 1], '2015': [0, 0, 5]}, 'APIO': {'2016': [0, 0, 1], '2017': [2, 2, 3], '2018': [2, 3, 11], '2010': [1, 0, 1], '2011': [0, 2, 1], '2012': [0, 1, 1], '2013': [0, 1, 3], '2014': [1, 0, 0]}, 'NOI': {'2016': [0, 3, 0], '2017': [2, 3, 0], '2018': [0, 4, 0], '2009': [0, 0, 1], '2010': [0, 1, 0], '2011': [1, 2, 0], '2012': [0, 1, 0], '2013': [0, 0, 2], '2014': [1, 1, 2], '2015': [0, 1, 0]}, 'NOIP提高': {'2016': [16, 15, 3], '2017': [20, 20, 1], '2013': [19, 7, 0], '2014': [15, 16, 0], '2015': [19, 19, 0]}}","18485","A","湖南","长沙市","15"
"12","['余姚中学', '浙江余姚中学', '浙江省余姚中学']","{'WC': {'2016': [1, 2, 0], '2017': [1, 5, 1], '2018': [1, 2, 4], '2015': [1, 0, 0]}, 'NOID类': {'2016': [0, 1, 2], '2017': [0, 1, 1], '2018': [0, 0, 1], '2011': [0, 0, 2], '2013': [0, 0, 1], '2014': [1, 2, 0]}, 'APIO': {'2016': [1, 3, 2], '2017': [2, 1, 1], '2018': [3, 2, 6], '2010': [0, 1, 1], '2011': [0, 1, 1], '2013': [0, 0, 1], '2014': [0, 1, 0], '2015': [1, 0, 0]}, 'NOI': {'2016': [1, 0, 1], '2017': [1, 0, 0], '2018': [1, 0, 0], '2014': [0, 1, 0]}, 'NOIP提高': {'2016': [21, 10, 3], '2017': [24, 13, 4], '2013': [8, 16, 0], '2014': [2, 0, 0], '2015': [11, 14, 0]}, 'CTSC': {'2016': [0, 2, 3], '2017': [1, 2, 1], '2018': [2, 4, 8], '2011': [0, 0, 1], '2014': [0, 0, 2], '2015': [0, 1, 1]}}","17254","A","浙江","宁波市","16"
"13","['厦门双十中学', '厦门市双十中学', '福建厦门双十中学', '福建省厦门双十中学']","{'WC': {'2016': [0, 3, 4], '2017': [0, 2, 2], '2018': [0, 2, 2], '2015': [2, 0, 0]}, 'NOID类': {'2016': [0, 2, 0], '2017': [0, 1, 1], '2018': [1, 0, 1], '2011': [0, 0, 1], '2012': [0, 0, 1], '2013': [0, 0, 1], '2014': [0, 1, 0], '2015': [0, 0, 1]}, 'CTSC': {'2016': [0, 1, 3], '2017': [0, 2, 5], '2018': [1, 3, 4], '2011': [0, 0, 1], '2012': [0, 2, 1], '2013': [0, 1, 1], '2014': [1, 2, 0], '2015': [3, 1, 0]}, 'APIO': {'2016': [1, 2, 2], '2017': [0, 4, 2], '2018': [0, 2, 5], '2010': [1, 0, 1], '2011': [0, 2, 0], '2012': [1, 1, 1], '2013': [0, 1, 2], '2014': [1, 1, 0], '2015': [3, 0, 0]}, 'NOI': {'2016': [0, 1, 0], '2017': [0, 0, 1], '2018': [0, 2, 1], '2010': [0, 1, 0], '2011': [0, 0, 1], '2012': [0, 0, 2], '2013': [0, 1, 2], '2014': [2, 1, 1], '2015': [2, 1, 0]}, 'NOIP普及': {'2016': [10, 15, 5], '2013': [10, 7, 0], '2014': [8, 6, 0], '2015': [5, 18, 0]}, 'NOIP提高': {'2016': [15, 13, 9], '2017': [22, 5, 4], '2013': [11, 6, 0], '2014': [8, 12, 0], '2015': [13, 10, 0]}}","16274","A","福建","厦门市","17"
"14","['东北师大附中', '东北师大附中高中部', '东北师范大学附属中学', '吉林东北师大附中', '吉林东北师范大学附属中学', '吉林师范大学附属中学', '吉林省东北师大附中']","{'WC': {'2016': [0, 5, 1], '2017': [1, 0, 2], '2018': [0, 0, 3], '2015': [0, 1, 2]}, 'NOID类': {'2016': [0, 1, 1], '2017': [0, 0, 2], '2018': [0, 0, 1], '2012': [0, 0, 1]}, 'CTSC': {'2016': [0, 4, 1], '2017': [2, 2, 1], '2018': [0, 0, 5], '2011': [0, 1, 1], '2012': [2, 0, 0], '2013': [0, 2, 0], '2014': [0, 0, 2], '2015': [0, 2, 1]}, 'APIO': {'2016': [1, 3, 2], '2017': [1, 2, 3], '2018': [2, 1, 1], '2010': [0, 0, 1], '2011': [0, 2, 1], '2012': [1, 1, 0], '2013': [1, 1, 7], '2014': [0, 1, 0]}, 'NOI': {'2016': [2, 1, 2], '2017': [3, 0, 1], '2018': [0, 1, 3], '2009': [0, 1, 1], '2010': [0, 0, 4], '2011': [1, 1, 7], '2012': [1, 2, 3], '2013': [0, 1, 4], '2014': [0, 2, 2], '2015': [1, 1, 1]}, 'NOIP普及': {'2017': [0, 1, 0]}, 'NOIP提高': {'2016': [16, 7, 4], '2017': [12, 7, 3], '2013': [20, 11, 0], '2014': [16, 14, 0], '2015': [14, 14, 0]}}","16190","A","吉林","长春市","18"
"941","['东营市胜利一中', '东营市胜利第一中学', '山东东营市胜利第一中学', '山东东营胜利第一中学', '山东省胜利第一中学', '胜利第一中学']","{'WC': {'2016': [0, 1, 6], '2017': [0, 2, 6], '2018': [0, 0, 1], '2015': [0, 2, 0]}, 'NOID类': {'2016': [0, 0, 1], '2017': [0, 2, 1], '2018': [0, 0, 2]}, 'CTSC': {'2016': [1, 0, 3], '2017': [1, 0, 4], '2018': [0, 0, 3], '2012': [0, 1, 1], '2013': [0, 0, 2], '2014': [0, 0, 2], '2015': [2, 1, 2]}, 'APIO': {'2016': [1, 3, 2], '2017': [1, 5, 3], '2018': [0, 0, 2], '2010': [0, 0, 1], '2011': [0, 2, 3], '2012': [0, 0, 2], '2013': [0, 1, 3], '2014': [0, 1, 0], '2015': [2, 0, 0]}, 'NOI': {'2016': [1, 1, 3], '2017': [1, 0, 2], '2010': [0, 1, 1], '2011': [0, 3, 2], '2012': [0, 4, 1], '2013': [1, 2, 2], '2014': [2, 2, 1], '2015': [1, 3, 1]}, 'NOIP普及': {'2016': [9, 10, 0], '2017': [10, 3, 7], '2013': [15, 7, 0], '2014': [12, 13, 0], '2015': [9, 11, 0]}, 'NOIP提高': {'2016': [23, 17, 2], '2017': [17, 21, 4], '2013': [12, 4, 0], '2014': [11, 3, 0], '2015': [17, 15, 0]}}","16000","A","山东","东营市","19"
"15","['福州三中', '福州市第三中学', '福州第三中学', '福建三中', '福建省福州第三中学', '福建福州第三中学']","{'WC': {'2016': [0, 2, 2], '2017': [0, 0, 1], '2018': [1, 3, 2], '2015': [0, 2, 0]}, 'NOID类': {'2016': [0, 1, 0], '2017': [0, 0, 1], '2018': [0, 1, 1], '2011': [0, 1, 0], '2014': [0, 1, 0], '2015': [0, 0, 1]}, 'CTSC': {'2016': [2, 1, 0], '2017': [0, 0, 3], '2018': [1, 4, 1], '2010': [0, 0, 1], '2012': [0, 0, 1], '2013': [1, 1, 0], '2014': [0, 2, 0], '2015': [1, 0, 2]}, 'APIO': {'2016': [0, 2, 1], '2017': [2, 0, 3], '2018': [1, 4, 3], '2010': [0, 0, 2], '2012': [1, 0, 0], '2013': [0, 2, 1], '2014': [1, 0, 0], '2015': [1, 0, 0]}, 'NOI': {'2016': [1, 1, 0], '2017': [1, 0, 0], '2018': [1, 1, 1], '2010': [0, 0, 1], '2013': [1, 0, 1], '2014': [0, 1, 1], '2015': [0, 2, 0]}, 'NOIP提高': {'2016': [14, 21, 8], '2017': [24, 15, 5], '2013': [10, 15, 0], '2014': [8, 10, 0], '2015': [8, 15, 0]}}","14988","A-","福建","福州市","20"
"220","['南京师大附中', '南京师范大学附属中学', '南师大附属中学', '南师附中', '江苏南京师大附中', '江苏南京师范大学附属中学', '江苏省南师附中']","{'WC': {'2016': [0, 1, 2], '2017': [0, 0, 3], '2018': [1, 0, 2], '2015': [0, 3, 2]}, 'NOID类': {'2016': [0, 1, 1], '2017': [0, 2, 0], '2018': [0, 1, 0], '2013': [0, 0, 2], '2014': [0, 0, 3], '2015': [0, 0, 3]}, 'CTSC': {'2016': [1, 0, 2], '2017': [1, 2, 0], '2018': [0, 3, 3], '2013': [0, 1, 0], '2014': [0, 0, 1], '2015': [1, 0, 4]}, 'APIO': {'2016': [1, 0, 0], '2017': [2, 0, 2], '2018': [2, 2, 1], '2013': [1, 1, 1], '2014': [1, 0, 0], '2015': [1, 0, 0]}, 'NOI': {'2016': [1, 0, 0], '2017': [1, 0, 1], '2018': [2, 1, 0], '2009': [1, 0, 0], '2011': [2, 0, 1], '2012': [1, 0, 0], '2013': [1, 0, 2], '2014': [1, 0, 0], '2015': [1, 0, 1]}, 'NOIP提高': {'2016': [16, 8, 1], '2017': [10, 5, 4], '2013': [10, 9, 0], '2014': [9, 13, 0], '2015': [10, 16, 0]}}","14798","A-","江苏","南京市","21"
